orderid,brand_name,product_name,sales_amount,sales_date
1072807,Nokia,Nk400,208.85,2022-03-30
1072808,Nokia,Nk500,772.63,2022-03-02
1072809,Apple,iphone11,518.57,2022-01-19
1072810,Nokia,Nk320,117.08,2022-03-06
1072811,Apple,iphone12,364.26,2022-01-10
1072812,Apple,Macbook512,790.78,2022-03-17
1072813,Nokia,Nk500,395.58,2022-01-09
1072814,Apple,IpadMax,315.66,2022-01-14
1072815,Nokia,Nk320,900.93,2022-02-03
1072816,Samsung,watch320,196.71,2022-02-08
1072817,Nokia,Nk400,171.63,2022-03-16
1072818,Nokia,Nk320,112.82,2022-01-15
1072819,Apple,iphoneSE,607.91,2022-02-06
1072820,Apple,iphone11,885.19,2022-02-22
1072821,Nokia,Nk400,578.28,2022-03-18
1072822,Nokia,Nk400,164.45,2022-03-07
1072823,Apple,iphone13,756.97,2022-02-27
1072824,Samsung,watch340,723.58,2022-03-05
1072825,Samsung,galaxy12,522.07,2022-02-26
1072826,Samsung,watch320,929.18,2022-02-01
1072827,Apple,laptop256,579.25,2022-02-03
1072828,Samsung,watch320,669.11,2022-02-16
1072829,Nokia,Nk500,570.98,2022-02-22
1072830,Nokia,Nk500,832.39,2022-03-16
1072831,Nokia,Nk500,962.84,2022-02-05
1072832,Nokia,Nk500,720.96,2022-02-26
1072833,Nokia,Nk500,256.88,2022-03-29
1072834,Apple,iphone11,205.85,2022-01-10
1072835,Samsung,watch340,421.23,2022-02-21
1072836,Apple,iphone13,328.12,2022-02-19
1072837,Nokia,Nk500,221.99,2022-01-27
1072838,Samsung,watch320,379.19,2022-03-29
1072839,Apple,iphoneSE,534.94,2022-01-03
1072840,Nokia,Nk320,740.16,2022-02-13
1072841,Samsung,watch340,406.87,2022-01-25
1072842,Nokia,Nk400,927.29,2022-02-17
1072843,Nokia,Nk400,190.37,2022-02-10
1072844,Apple,iphone13,209.88,2022-01-28
1072845,Nokia,Nk400,274.14,2022-01-07
1072846,Samsung,galaxy13,397.23,2022-03-24
1072847,Apple,IpadMax,705.72,2022-03-03
1072848,Samsung,galaxy11,312.86,2022-01-11
1072849,Samsung,galaxy10,321.96,2022-02-12
1072850,Nokia,Nk320,226.32,2022-02-10
1072851,Nokia,Nk400,276.41,2022-02-10
1072852,Apple,iphone13,400.97,2022-03-13
1072853,Samsung,galaxy11,988.79,2022-02-04
1072854,Samsung,galaxy10,725.90,2022-01-07
1072855,Samsung,galaxy13,802.79,2022-01-27
1072856,Apple,IpadMini,742.36,2022-01-28
1072857,Samsung,galaxy13,865.74,2022-02-15
1072858,Samsung,watch320,397.13,2022-03-26
1072859,Nokia,Nk500,529.01,2022-01-22
1072860,Samsung,galaxy10,889.61,2022-01-03
1072861,Apple,iphone12,411.60,2022-02-23
1072862,Samsung,galaxy12,307.89,2022-01-03
1072863,Apple,IpadMax,325.16,2022-03-24
1072864,Samsung,galaxy13,548.85,2022-02-02
1072865,Apple,iphone13,254.26,2022-03-08
1072866,Nokia,Nk500,107.59,2022-03-03
1072867,Nokia,Nk320,926.94,2022-03-13
1072868,Samsung,galaxy12,175.47,2022-03-08
1072869,Nokia,Nk500,918.50,2022-02-15
1072870,Apple,iphone11,262.20,2022-03-01
1072871,Samsung,watch340,343.82,2022-03-08
1072872,Nokia,Nk320,489.46,2022-02-27
1072873,Apple,iphoneSE,224.20,2022-01-02
1072874,Nokia,Nk400,829.45,2022-03-02
1072875,Nokia,Nk500,978.20,2022-01-05
1072876,Nokia,Nk320,629.89,2022-01-06
1072877,Samsung,watch340,575.36,2022-01-05
1072878,Apple,iphone13,149.62,2022-02-02
1072879,Apple,iphone11,158.14,2022-01-18
1072880,Samsung,galaxy13,115.20,2022-01-04
1072881,Samsung,galaxy13,398.38,2022-02-08
1072882,Apple,iphone11,235.83,2022-01-12
1072883,Apple,IpadMini,744.86,2022-03-04
1072884,Apple,iphoneSE,549.13,2022-03-05
1072885,Samsung,galaxy10,494.75,2022-02-19
1072886,Nokia,Nk320,971.06,2022-02-17
1072887,Samsung,watch320,616.61,2022-02-27
1072888,Nokia,Nk500,202.76,2022-01-28
1072889,Nokia,Nk500,355.51,2022-01-10
1072890,Samsung,galaxy12,897.07,2022-03-12
1072891,Samsung,galaxy13,486.43,2022-02-11
1072892,Samsung,galaxy10,991.28,2022-03-05
1072893,Apple,Macbook512,569.93,2022-03-05
1072894,Nokia,Nk320,805.33,2022-01-01
1072895,Nokia,Nk500,508.37,2022-03-01
1072896,Nokia,Nk500,167.57,2022-03-17
1072897,Nokia,Nk320,115.64,2022-01-10
1072898,Nokia,Nk400,266.24,2022-01-29
1072899,Samsung,watch320,233.29,2022-02-13
1072900,Nokia,Nk320,695.04,2022-01-29
1072901,Nokia,Nk400,170.64,2022-01-08
1072902,Apple,iphone12,705.02,2022-03-15
1072903,Nokia,Nk320,790.59,2022-03-28
1072904,Samsung,galaxy11,906.76,2022-02-02
1072905,Nokia,Nk320,927.94,2022-03-20
1072906,Apple,IpadMax,683.59,2022-03-03
1072907,Nokia,Nk400,191.99,2022-01-23
1072908,Nokia,Nk320,880.51,2022-01-11
1072909,Samsung,galaxy10,520.95,2022-03-30
1072910,Samsung,galaxy13,534.26,2022-03-11
1072911,Nokia,Nk500,253.69,2022-02-08
1072912,Apple,iphone12,710.98,2022-03-03
1072913,Nokia,Nk400,295.19,2022-02-08
1072914,Samsung,watch320,263.63,2022-01-30
1072915,Nokia,Nk500,678.29,2022-02-13
1072916,Nokia,Nk500,449.59,2022-02-23
1072917,Apple,IpadMax,467.79,2022-01-31
1072918,Nokia,Nk320,844.23,2022-02-21
1072919,Apple,laptop256,585.51,2022-01-02
1072920,Apple,iphone12,281.12,2022-02-11
1072921,Nokia,Nk400,707.01,2022-03-07
1072922,Nokia,Nk500,515.75,2022-02-03
1072923,Nokia,Nk400,295.34,2022-02-12
1072924,Samsung,galaxy12,810.06,2022-01-11
1072925,Samsung,watch340,940.30,2022-03-09
1072926,Nokia,Nk320,913.94,2022-03-14
1072927,Samsung,galaxy13,269.65,2022-02-19
1072928,Apple,iphone12,458.93,2022-02-14
1072929,Samsung,watch320,850.57,2022-03-03
1072930,Nokia,Nk400,810.21,2022-01-17
1072931,Nokia,Nk500,230.13,2022-01-17
1072932,Nokia,Nk400,355.51,2022-01-13
1072933,Nokia,Nk500,269.34,2022-03-28
1072934,Nokia,Nk400,138.99,2022-01-04
1072935,Nokia,Nk500,786.81,2022-02-24
1072936,Samsung,galaxy11,589.61,2022-01-01
1072937,Samsung,watch320,554.78,2022-01-13
1072938,Samsung,galaxy13,529.99,2022-03-08
1072939,Samsung,galaxy13,721.15,2022-01-13
1072940,Apple,laptop256,985.92,2022-03-07
1072941,Apple,iphoneSE,640.68,2022-02-06
1072942,Nokia,Nk320,169.58,2022-01-07
1072943,Samsung,watch320,567.50,2022-03-26
1072944,Nokia,Nk320,254.30,2022-03-27
1072945,Nokia,Nk400,151.43,2022-02-18
1072946,Samsung,galaxy12,400.24,2022-01-31
1072947,Apple,iphone13,510.38,2022-02-22
1072948,Nokia,Nk400,575.83,2022-02-28
1072949,Nokia,Nk400,507.56,2022-02-12
1072950,Nokia,Nk320,250.71,2022-01-31
1072951,Samsung,galaxy10,362.01,2022-01-21
1072952,Samsung,galaxy11,425.73,2022-01-06
1072953,Samsung,watch340,327.79,2022-02-04
1072954,Nokia,Nk500,504.65,2022-02-21
1072955,Samsung,galaxy11,920.29,2022-03-23
1072956,Apple,iphoneSE,467.85,2022-01-09
1072957,Apple,iphone11,687.17,2022-03-03
1072958,Samsung,galaxy10,609.90,2022-02-04
1072959,Nokia,Nk400,928.53,2022-02-08
1072960,Nokia,Nk320,502.54,2022-01-16
1072961,Apple,iphone11,892.82,2022-02-20
1072962,Apple,iphone12,593.93,2022-01-16
1072963,Apple,iphone12,475.78,2022-02-06
1072964,Nokia,Nk400,865.90,2022-03-26
1072965,Nokia,Nk320,690.38,2022-02-23
1072966,Samsung,watch320,989.97,2022-01-25
1072967,Samsung,watch320,704.87,2022-03-25
1072968,Nokia,Nk500,207.07,2022-02-07
1072969,Apple,laptop256,716.28,2022-01-12
1072970,Samsung,galaxy10,210.27,2022-01-07
1072971,Samsung,watch320,187.97,2022-02-01
1072972,Apple,IpadMax,371.17,2022-02-07
1072973,Apple,iphone13,669.12,2022-03-18
1072974,Nokia,Nk320,890.79,2022-01-02
1072975,Apple,Macbook512,823.05,2022-03-19
1072976,Nokia,Nk500,417.98,2022-03-08
1072977,Samsung,galaxy12,246.65,2022-02-09
1072978,Samsung,watch340,277.04,2022-01-01
1072979,Apple,IpadMini,868.71,2022-03-09
1072980,Apple,IpadMax,291.85,2022-02-15
1072981,Nokia,Nk320,320.02,2022-02-27
1072982,Samsung,watch320,138.84,2022-02-20
1072983,Apple,IpadMini,976.43,2022-01-15
1072984,Apple,laptop256,492.91,2022-01-15
1072985,Samsung,watch320,635.82,2022-01-17
1072986,Apple,iphone11,183.36,2022-02-16
1072987,Apple,Macbook512,761.43,2022-01-14
1072988,Nokia,Nk500,937.46,2022-03-25
1072989,Apple,iphoneSE,491.47,2022-03-14
1072990,Apple,laptop256,656.71,2022-02-16
1072991,Samsung,watch320,917.21,2022-01-09
1072992,Samsung,galaxy12,603.32,2022-01-18
1072993,Samsung,watch320,785.20,2022-02-23
1072994,Nokia,Nk500,335.45,2022-01-10
1072995,Samsung,galaxy10,702.62,2022-01-30
1072996,Nokia,Nk400,140.12,2022-01-02
1072997,Apple,iphone11,395.19,2022-02-22
1072998,Samsung,galaxy13,914.77,2022-01-28
1072999,Apple,iphone13,986.67,2022-02-08
1073000,Samsung,galaxy13,266.36,2022-03-16
1073001,Apple,Macbook512,445.35,2022-02-19
1073002,Nokia,Nk500,380.36,2022-03-20
1073003,Samsung,galaxy13,458.22,2022-02-04
1073004,Nokia,Nk400,724.56,2022-01-18
1073005,Nokia,Nk400,783.17,2022-01-16
1073006,Samsung,galaxy13,329.29,2022-02-28
1073007,Nokia,Nk400,679.81,2022-03-23
1073008,Nokia,Nk500,515.37,2022-01-15
1073009,Samsung,watch320,902.49,2022-02-03
1073010,Samsung,watch340,549.48,2022-03-12
1073011,Samsung,galaxy13,170.18,2022-03-23
1073012,Samsung,watch320,102.66,2022-02-16
1073013,Apple,Macbook512,422.62,2022-02-04
1073014,Nokia,Nk400,891.27,2022-02-05
1073015,Nokia,Nk320,529.74,2022-03-26
1073016,Apple,iphone12,626.38,2022-03-22
1073017,Samsung,galaxy12,643.29,2022-03-24
1073018,Apple,laptop256,702.57,2022-03-15
1073019,Nokia,Nk320,212.52,2022-01-22
1073020,Samsung,watch340,140.50,2022-02-03
1073021,Samsung,galaxy10,936.86,2022-01-28
1073022,Apple,iphone12,944.95,2022-02-05
1073023,Apple,iphone12,557.08,2022-02-24
1073024,Nokia,Nk320,871.34,2022-02-18
1073025,Samsung,galaxy10,474.59,2022-03-16
1073026,Apple,laptop256,201.31,2022-03-05
1073027,Apple,iphone13,989.48,2022-02-19
1073028,Nokia,Nk400,703.91,2022-01-24
1073029,Samsung,galaxy11,379.00,2022-01-30
1073030,Samsung,watch340,448.21,2022-01-05
1073031,Apple,IpadMini,511.80,2022-01-31
1073032,Nokia,Nk320,143.78,2022-03-11
1073033,Apple,Macbook512,342.69,2022-03-04
1073034,Samsung,watch320,806.66,2022-03-11
1073035,Samsung,galaxy11,539.71,2022-02-06
1073036,Samsung,galaxy12,729.97,2022-01-26
1073037,Samsung,watch320,559.62,2022-01-25
1073038,Nokia,Nk320,233.01,2022-01-24
1073039,Nokia,Nk400,294.39,2022-01-15
1073040,Samsung,watch320,516.12,2022-03-06
1073041,Apple,iphone13,247.30,2022-03-28
1073042,Samsung,galaxy13,320.34,2022-03-05
1073043,Nokia,Nk500,379.16,2022-03-26
1073044,Apple,IpadMini,707.12,2022-02-01
1073045,Nokia,Nk500,839.40,2022-03-17
1073046,Apple,IpadMini,217.81,2022-01-09
1073047,Samsung,galaxy10,212.94,2022-01-10
1073048,Samsung,galaxy11,330.95,2022-03-24
1073049,Samsung,galaxy10,170.60,2022-01-25
1073050,Apple,IpadMini,349.69,2022-03-07
1073051,Apple,Macbook512,426.34,2022-02-26
1073052,Nokia,Nk320,359.35,2022-01-15
1073053,Samsung,watch340,435.94,2022-01-28
1073054,Samsung,galaxy13,721.06,2022-01-10
1073055,Nokia,Nk400,444.16,2022-03-01
1073056,Apple,iphone11,324.04,2022-03-10
1073057,Apple,IpadMax,356.89,2022-01-18
1073058,Samsung,watch320,525.64,2022-02-19
1073059,Samsung,galaxy12,979.90,2022-02-11
1073060,Apple,iphoneSE,997.83,2022-03-03
1073061,Nokia,Nk400,377.19,2022-03-23
1073062,Nokia,Nk500,904.79,2022-02-26
1073063,Apple,Macbook512,469.48,2022-01-05
1073064,Samsung,watch340,460.00,2022-03-29
1073065,Apple,laptop256,758.66,2022-03-12
1073066,Samsung,galaxy12,932.69,2022-02-01
1073067,Nokia,Nk320,925.84,2022-03-23
1073068,Samsung,galaxy12,350.66,2022-02-16
1073069,Samsung,galaxy12,948.94,2022-03-13
1073070,Nokia,Nk500,492.10,2022-01-15
1073071,Nokia,Nk400,468.23,2022-01-15
1073072,Apple,iphoneSE,308.34,2022-02-10
1073073,Samsung,galaxy13,477.12,2022-01-03
1073074,Apple,iphoneSE,272.04,2022-01-25
1073075,Samsung,galaxy11,420.48,2022-01-16
1073076,Samsung,galaxy12,631.66,2022-02-19
1073077,Apple,iphone13,779.01,2022-01-31
1073078,Nokia,Nk400,824.25,2022-01-27
1073079,Apple,IpadMax,944.99,2022-02-07
1073080,Apple,iphone12,929.98,2022-03-10
1073081,Apple,iphone11,935.26,2022-03-27
1073082,Apple,Macbook512,935.88,2022-02-13
1073083,Samsung,galaxy10,726.82,2022-02-22
1073084,Apple,laptop256,753.79,2022-03-18
1073085,Apple,IpadMax,282.20,2022-01-15
1073086,Apple,iphone13,453.61,2022-02-14
1073087,Samsung,galaxy10,401.20,2022-02-16
1073088,Samsung,galaxy11,972.74,2022-01-12
1073089,Samsung,watch340,668.17,2022-03-04
1073090,Nokia,Nk400,428.42,2022-03-16
1073091,Samsung,galaxy13,269.04,2022-03-02
1073092,Samsung,galaxy13,515.36,2022-02-05
1073093,Nokia,Nk320,832.27,2022-03-07
1073094,Apple,laptop256,193.22,2022-01-28
1073095,Nokia,Nk320,433.51,2022-01-28
1073096,Nokia,Nk320,229.48,2022-03-20
1073097,Samsung,galaxy10,987.85,2022-02-06
1073098,Nokia,Nk400,678.12,2022-02-17
1073099,Nokia,Nk400,804.10,2022-01-08
1073100,Apple,iphone13,751.38,2022-01-17
1073101,Apple,IpadMini,736.90,2022-03-19
1073102,Samsung,watch320,233.96,2022-03-24
1073103,Samsung,watch340,406.63,2022-03-14
1073104,Samsung,galaxy12,852.63,2022-02-05
1073105,Nokia,Nk500,701.84,2022-02-11
1073106,Apple,iphone13,277.06,2022-03-03
1073107,Apple,iphone13,768.08,2022-02-18
1073108,Samsung,galaxy11,645.49,2022-03-29
1073109,Samsung,galaxy12,426.26,2022-03-29
1073110,Nokia,Nk320,570.22,2022-02-25
1073111,Nokia,Nk320,359.47,2022-03-19
1073112,Apple,IpadMini,558.05,2022-01-28
1073113,Nokia,Nk400,240.24,2022-02-27
1073114,Nokia,Nk500,894.70,2022-01-21
1073115,Nokia,Nk500,955.00,2022-01-05
1073116,Nokia,Nk400,488.61,2022-02-27
1073117,Nokia,Nk500,514.05,2022-03-04
1073118,Nokia,Nk320,564.05,2022-02-21
1073119,Apple,IpadMini,664.43,2022-01-03
1073120,Apple,IpadMax,371.21,2022-03-26
1073121,Apple,IpadMini,104.60,2022-02-23
1073122,Nokia,Nk320,376.64,2022-01-22
1073123,Samsung,galaxy11,371.88,2022-02-24
1073124,Nokia,Nk400,731.23,2022-03-01
1073125,Apple,IpadMini,241.87,2022-03-30
1073126,Apple,iphone13,781.30,2022-02-16
1073127,Nokia,Nk500,788.93,2022-01-23
1073128,Nokia,Nk400,703.32,2022-02-27
1073129,Samsung,galaxy12,765.63,2022-03-03
1073130,Nokia,Nk500,840.33,2022-02-01
1073131,Nokia,Nk400,604.01,2022-01-05
1073132,Apple,Macbook512,722.26,2022-02-27
1073133,Apple,IpadMini,185.80,2022-03-02
1073134,Samsung,watch340,413.81,2022-02-01
1073135,Samsung,galaxy10,567.27,2022-03-02
1073136,Nokia,Nk500,982.63,2022-02-11
1073137,Samsung,galaxy11,713.90,2022-01-25
1073138,Samsung,watch340,398.18,2022-01-19
1073139,Nokia,Nk320,355.66,2022-01-31
1073140,Apple,iphoneSE,265.23,2022-01-07
1073141,Nokia,Nk320,707.55,2022-02-06
1073142,Nokia,Nk320,409.73,2022-03-04
1073143,Nokia,Nk500,169.77,2022-03-18
1073144,Apple,iphoneSE,741.94,2022-01-10
1073145,Samsung,galaxy10,343.61,2022-01-18
1073146,Samsung,galaxy10,948.55,2022-03-13
1073147,Apple,IpadMini,656.02,2022-01-29
1073148,Nokia,Nk400,129.59,2022-03-21
1073149,Samsung,galaxy13,212.69,2022-01-08
1073150,Nokia,Nk400,103.53,2022-02-04
1073151,Apple,laptop256,779.21,2022-02-11
1073152,Nokia,Nk500,282.37,2022-01-03
1073153,Apple,iphone13,943.95,2022-01-03
1073154,Apple,iphone12,224.39,2022-03-05
1073155,Samsung,galaxy13,481.91,2022-01-17
1073156,Apple,iphoneSE,868.20,2022-03-01
1073157,Samsung,galaxy12,896.78,2022-02-14
1073158,Nokia,Nk320,745.22,2022-03-05
1073159,Apple,iphoneSE,827.60,2022-01-04
1073160,Apple,iphone11,171.58,2022-01-11
1073161,Samsung,watch340,361.09,2022-02-20
1073162,Apple,iphoneSE,875.88,2022-01-16
1073163,Nokia,Nk320,867.44,2022-03-05
1073164,Samsung,galaxy11,797.69,2022-03-19
1073165,Nokia,Nk500,112.83,2022-02-26
1073166,Nokia,Nk400,320.39,2022-03-30
1073167,Nokia,Nk400,947.57,2022-02-01
1073168,Samsung,watch320,233.13,2022-01-20
1073169,Apple,Macbook512,373.38,2022-02-19
1073170,Nokia,Nk320,906.80,2022-02-11
1073171,Nokia,Nk320,204.47,2022-03-26
1073172,Apple,iphone11,982.35,2022-01-05
1073173,Apple,iphone13,392.93,2022-03-11
1073174,Nokia,Nk320,834.08,2022-02-14
1073175,Apple,iphone13,147.84,2022-01-14
1073176,Nokia,Nk500,951.33,2022-03-15
1073177,Apple,iphone11,976.89,2022-03-14
1073178,Apple,iphone12,591.41,2022-03-08
1073179,Samsung,galaxy10,670.82,2022-02-28
1073180,Samsung,galaxy12,671.71,2022-01-29
1073181,Apple,iphone11,869.76,2022-02-25
1073182,Nokia,Nk320,679.77,2022-02-15
1073183,Samsung,galaxy13,780.61,2022-03-23
1073184,Apple,IpadMax,463.18,2022-01-16
1073185,Samsung,galaxy12,290.81,2022-03-04
1073186,Nokia,Nk320,109.46,2022-02-10
1073187,Nokia,Nk400,818.58,2022-01-10
1073188,Apple,iphone13,728.21,2022-03-21
1073189,Samsung,watch320,736.45,2022-01-08
1073190,Samsung,galaxy11,599.60,2022-02-24
1073191,Samsung,galaxy11,284.67,2022-03-01
1073192,Apple,iphone12,928.07,2022-01-07
1073193,Samsung,galaxy11,977.13,2022-01-22
1073194,Apple,iphone12,334.20,2022-03-25
1073195,Nokia,Nk400,596.64,2022-01-04
1073196,Apple,Macbook512,388.26,2022-01-20
1073197,Nokia,Nk320,929.25,2022-02-10
1073198,Samsung,watch320,333.72,2022-02-12
1073199,Nokia,Nk500,563.12,2022-02-18
1073200,Apple,iphoneSE,292.89,2022-01-16
1073201,Nokia,Nk400,242.99,2022-01-24
1073202,Nokia,Nk320,469.17,2022-01-14
1073203,Samsung,galaxy12,433.99,2022-03-14
1073204,Samsung,galaxy11,816.70,2022-03-01
1073205,Samsung,galaxy10,435.23,2022-01-18
1073206,Apple,IpadMini,910.02,2022-02-15
1073207,Apple,laptop256,541.31,2022-02-27
1073208,Nokia,Nk400,787.92,2022-02-07
1073209,Nokia,Nk320,734.17,2022-02-26
1073210,Nokia,Nk400,941.67,2022-02-21
1073211,Nokia,Nk320,867.00,2022-02-10
1073212,Nokia,Nk320,788.51,2022-03-27
1073213,Samsung,galaxy11,208.78,2022-01-20
1073214,Nokia,Nk400,837.26,2022-02-14
1073215,Samsung,galaxy13,473.99,2022-03-14
1073216,Apple,IpadMini,829.75,2022-01-11
1073217,Nokia,Nk320,169.30,2022-02-02
1073218,Apple,iphoneSE,493.79,2022-02-12
1073219,Nokia,Nk500,199.41,2022-01-03
1073220,Apple,iphone12,490.40,2022-03-24
1073221,Apple,iphoneSE,167.62,2022-03-13
1073222,Nokia,Nk400,925.03,2022-01-20
1073223,Nokia,Nk500,739.79,2022-01-02
1073224,Samsung,galaxy11,950.93,2022-01-20
1073225,Samsung,watch340,818.82,2022-02-25
1073226,Apple,iphone13,441.13,2022-02-04
1073227,Apple,iphone11,182.13,2022-03-07
1073228,Nokia,Nk400,429.95,2022-03-16
1073229,Samsung,watch340,926.52,2022-02-03
1073230,Nokia,Nk320,609.42,2022-03-24
1073231,Nokia,Nk500,521.64,2022-03-14
1073232,Nokia,Nk400,682.80,2022-02-06
1073233,Samsung,watch320,205.31,2022-02-01
1073234,Samsung,watch320,384.91,2022-03-16
1073235,Nokia,Nk400,565.68,2022-01-09
1073236,Nokia,Nk500,838.27,2022-01-31
1073237,Samsung,watch320,798.13,2022-02-22
1073238,Samsung,galaxy13,210.71,2022-03-08
1073239,Nokia,Nk320,951.92,2022-01-11
1073240,Nokia,Nk320,962.83,2022-03-10
1073241,Apple,Macbook512,236.79,2022-02-21
1073242,Apple,IpadMini,408.94,2022-01-27
1073243,Samsung,watch320,463.23,2022-02-28
1073244,Samsung,galaxy13,522.34,2022-03-18
1073245,Nokia,Nk320,692.82,2022-02-09
1073246,Apple,iphone11,189.48,2022-03-02
1073247,Apple,iphone13,266.40,2022-01-27
1073248,Samsung,galaxy10,434.88,2022-02-19
1073249,Samsung,galaxy10,228.99,2022-03-16
1073250,Apple,iphone13,935.27,2022-02-10
1073251,Samsung,watch340,577.79,2022-02-15
1073252,Nokia,Nk400,261.86,2022-03-01
1073253,Apple,IpadMini,473.47,2022-01-26
1073254,Samsung,watch340,668.92,2022-03-24
1073255,Nokia,Nk500,345.38,2022-02-06
1073256,Apple,laptop256,786.47,2022-02-21
1073257,Apple,iphone12,852.25,2022-01-03
1073258,Apple,iphone12,748.21,2022-02-13
1073259,Nokia,Nk400,162.03,2022-02-28
1073260,Samsung,watch340,483.14,2022-01-24
1073261,Nokia,Nk500,365.67,2022-02-01
1073262,Samsung,galaxy12,448.91,2022-02-12
1073263,Samsung,galaxy11,393.02,2022-01-21
1073264,Apple,iphone12,357.18,2022-02-18
1073265,Nokia,Nk500,702.42,2022-03-24
1073266,Samsung,galaxy13,229.05,2022-01-27
1073267,Samsung,galaxy10,372.75,2022-03-29
1073268,Nokia,Nk400,822.64,2022-03-25
1073269,Apple,laptop256,966.97,2022-01-05
1073270,Apple,Macbook512,689.24,2022-01-18
1073271,Apple,Macbook512,878.53,2022-03-30
1073272,Nokia,Nk500,649.10,2022-03-30
1073273,Nokia,Nk320,129.44,2022-01-30
1073274,Samsung,galaxy10,407.36,2022-02-23
1073275,Samsung,galaxy13,782.00,2022-02-12
1073276,Nokia,Nk500,136.62,2022-01-20
1073277,Samsung,galaxy10,761.74,2022-02-04
1073278,Apple,laptop256,926.58,2022-01-14
1073279,Apple,iphone11,328.07,2022-03-04
1073280,Samsung,watch320,957.53,2022-01-18
1073281,Samsung,galaxy12,542.53,2022-01-20
1073282,Nokia,Nk320,841.47,2022-03-29
1073283,Nokia,Nk400,227.59,2022-01-29
1073284,Apple,iphone13,670.23,2022-01-02
1073285,Samsung,watch340,521.51,2022-03-29
1073286,Apple,iphoneSE,996.61,2022-01-03
1073287,Apple,iphone11,607.51,2022-02-01
1073288,Samsung,galaxy13,799.91,2022-03-19
1073289,Samsung,galaxy11,948.72,2022-01-02
1073290,Samsung,galaxy12,506.86,2022-03-05
1073291,Samsung,watch340,203.40,2022-01-14
1073292,Apple,iphone13,191.56,2022-02-08
1073293,Samsung,galaxy10,184.79,2022-02-02
1073294,Apple,Macbook512,292.34,2022-03-28
1073295,Apple,laptop256,659.92,2022-02-06
1073296,Nokia,Nk500,681.36,2022-03-25
1073297,Apple,iphoneSE,435.02,2022-01-17
1073298,Apple,IpadMax,324.02,2022-03-30
1073299,Nokia,Nk400,158.68,2022-01-22
1073300,Apple,laptop256,748.19,2022-03-02
1073301,Samsung,galaxy12,245.94,2022-03-26
1073302,Samsung,galaxy11,124.79,2022-03-30
1073303,Samsung,watch320,775.65,2022-03-24
1073304,Samsung,galaxy12,757.15,2022-03-17
1073305,Nokia,Nk400,518.60,2022-01-20
1073306,Apple,laptop256,141.87,2022-01-07
1073307,Samsung,galaxy13,985.21,2022-03-01
1073308,Apple,IpadMax,191.46,2022-03-22
1073309,Samsung,galaxy12,242.16,2022-02-10
1073310,Nokia,Nk400,848.73,2022-02-24
1073311,Nokia,Nk320,971.04,2022-03-12
1073312,Apple,iphone13,842.62,2022-01-07
1073313,Apple,laptop256,611.13,2022-01-26
1073314,Apple,iphone12,505.19,2022-02-10
1073315,Nokia,Nk500,857.06,2022-02-14
1073316,Nokia,Nk400,535.47,2022-03-07
1073317,Nokia,Nk500,507.82,2022-03-14
1073318,Apple,laptop256,728.10,2022-01-06
1073319,Apple,iphoneSE,904.68,2022-02-06
1073320,Nokia,Nk500,372.08,2022-02-15
1073321,Samsung,galaxy13,557.83,2022-01-23
1073322,Nokia,Nk500,172.91,2022-01-29
1073323,Apple,iphoneSE,301.57,2022-03-08
1073324,Samsung,galaxy10,957.16,2022-03-29
1073325,Apple,iphone13,955.52,2022-02-01
1073326,Apple,iphone13,222.03,2022-01-13
1073327,Apple,laptop256,543.67,2022-03-23
1073328,Apple,IpadMini,830.97,2022-01-02
1073329,Nokia,Nk400,508.41,2022-01-30
1073330,Nokia,Nk400,430.22,2022-03-17
1073331,Nokia,Nk500,226.56,2022-01-25
1073332,Apple,IpadMini,529.57,2022-03-25
1073333,Samsung,watch320,101.11,2022-02-02
1073334,Apple,iphone11,596.84,2022-02-28
1073335,Samsung,galaxy11,372.74,2022-02-03
1073336,Apple,iphone12,990.30,2022-01-27
1073337,Nokia,Nk400,390.52,2022-03-11
1073338,Nokia,Nk320,989.89,2022-01-11
1073339,Apple,iphoneSE,599.68,2022-01-15
1073340,Nokia,Nk500,434.21,2022-03-01
1073341,Nokia,Nk400,608.65,2022-02-14
1073342,Samsung,galaxy11,676.03,2022-01-04
1073343,Apple,Macbook512,479.96,2022-01-03
1073344,Nokia,Nk500,273.52,2022-03-05
1073345,Apple,IpadMini,978.40,2022-01-27
1073346,Samsung,galaxy11,131.51,2022-02-15
1073347,Samsung,galaxy10,518.86,2022-01-26
1073348,Samsung,galaxy12,394.47,2022-03-23
1073349,Apple,laptop256,485.58,2022-01-09
1073350,Samsung,galaxy10,517.15,2022-02-17
1073351,Apple,Macbook512,446.33,2022-02-01
1073352,Nokia,Nk500,299.38,2022-03-03
1073353,Nokia,Nk400,590.00,2022-02-06
1073354,Samsung,galaxy10,193.99,2022-03-25
1073355,Apple,iphone11,478.33,2022-03-12
1073356,Samsung,galaxy12,329.33,2022-03-14
1073357,Apple,IpadMax,866.38,2022-01-07
1073358,Nokia,Nk400,916.85,2022-01-01
1073359,Samsung,watch320,411.07,2022-02-23
1073360,Apple,iphoneSE,886.65,2022-02-27
1073361,Samsung,galaxy10,307.61,2022-02-05
1073362,Nokia,Nk320,604.17,2022-03-20
1073363,Samsung,watch320,486.35,2022-02-18
1073364,Samsung,galaxy12,459.93,2022-02-20
1073365,Apple,IpadMini,603.21,2022-03-06
